G6V,56900
L8J,314850
L6A,1233600
G7X,106800
T8L,970300
A1C,35300
V5L,609000
V8N,377000
V7N,378400
R0K,825700
K2H,409159
J0C,61800
M5V,690750
T6E,437600
T4P,616700
T4A,509800
V5R,153800
T1G,371600
V4K,830800
Y1A,942300
H4J,113000
V2K,789300
E2E,407600
K6K,44100
T9J,107700
T2Z,1164500
N2P,308300
V6C,105900
T8W,1105900
V9G,887900
T2G,329250
V2P,899900
V1W,1470811
V6E,1180500
T2T,484700
P0M,589900
P0H,761300
N2H,346200
M2L,187500
M2K,214900
L7L,483200
K8N,376950
M6G,566900
C1C,168600
V3Z,1063900
T9E,1128150
J0H,227500
N3Y,495800
J0B,418300
H8N,211700
N0L,1160100
T7N,84600
N2M,357100
L5B,430000
V8Y,822800
B4E,103000
T6R,919400
T0M,3253870
L5A,562900
J1H,213900
L3X,730400
E5N,112900
N9Y,1056600
K1J,155400
N0B,2334200
T5T,1519400
T8V,1133200
V1X,918500
V1M,11452900
L8G,310700
T8H,657200
K1C,312300
N2J,1084450
M6N,444800
L7P,830600
V2Y,1091500
S0G,2184200
R2W,103700
T2E,875400
V0J,2731200
M1E,230250
K2J,741600
V0E,3164200
M1W,1114600
L2M,427600
J0N,206400
K0M,1523400
T4X,714900
V0B,1570000
M4P,327700
L4H,834500
M6S,815400
M6H,485800
T0E,1595800
J2M,79500
V2R,2839400
T0L,3287400
G1S,77460
M1P,176900
G0R,236500
K2A,373500
R5H,87800
T9N,431300
K2G,703500
S4R,206900
T0J,1852730
P0J,413600
J4S,18800
S0K,2898570
T5X,306900
N2E,308400
H2H,49800
K1L,67400
V9R,1002450
V0N,1930750
T3H,2907100
B0J,516250
N0J,2250600
T2K,3361200
M5M,590900
J9J,358800
N0R,1244300
P7C,200000
S7S,148900
R6W,612300
V0G,1319100
L0L,1017700
T3A,1353200
L2H,314100
L4E,942500
J8M,249500
V8S,242000
S4N,181100
K0K,2498450
L1W,205400
J0X,702225
J5A,190100
T0H,3584400
V5B,163000
V0C,1400000
L2A,270900
N4N,190700
K1W,143900
L0M,675800
L4M,721900
L9W,596150
L1E,495700
S0E,1069000
J3R,71700
B3R,32600
P0T,790300
N4W,365300
T7X,1096100
V2X,750800
G6K,27600
L9P,409700
S6H,786100
T8A,991900
R3X,354000
V6K,808900
H7T,193100
L1T,460100
L3Z,538100
M1L,144500
T6W,785650
L9G,711000
V3K,485650
L4N,1073600
V5V,3306700
V7M,285850
K0L,1386700
G5M,28500
L3B,305600
P6A,744700
K9A,504600
L1G,861600
T4J,720600
K4P,228000
S0L,872900
T1J,542000
G1K,75800
T3K,969300
B3M,300700
P3E,759800
T3C,829900
K6V,271500
L9C,401300
H4R,301800
H7L,139200
T0B,3053000
T2N,987950
J0R,332200
L7N,203900
L1N,542000
T9M,740300
N0A,1430250
V2W,643800
V4V,709800
T3G,1281200
V3A,1313300
S0H,1352300
T3Z,1692900
L6R,114500
V7Z,264800
V0A,413700
T2W,734200
L2R,540300
L4R,224500
G0S,325500
S3N,556000
V2N,855800
L0G,1108000
V9C,907175
T5Y,295000
L0R,2910450
L3Y,757100
N2T,216200
V4T,900500
K0A,3299500
H3T,102200
S9H,1816700
T3M,1127500
V6V,117800
N7A,219300
V6Z,383100
N7G,681800
V4P,199300
L1C,835550
M1C,316110
R1C,72000
M3J,165144
V1G,907300
G1X,117700
G0L,90550
S4V,355400
H9G,174900
K0G,1085601
M4W,393100
N5A,682030
R7A,256000
T1M,250000
N7S,356350
V1V,662500
L1H,843000
V2L,123400
L0K,5310000
V1N,492700
V8A,698500
J1X,317600
A0A,137700
R5G,947100
S6V,362300
H4V,118500
T6B,132800
T9K,1561000
L9H,644200
L1R,467000
V2V,1011500
T2X,1424750
N8N,461300
R0J,397000
K2L,201500
L6B,79200
V9W,905100
N2Z,494300
L9A,129100
N0E,1079400
B2X,107800
K9J,674400
R0H,470600
V3J,476700
H7W,500400
T9H,719800
K2W,116400
N5X,319800
S0N,870800
E5C,39500
T2C,1026500
M9W,998910
L9N,510900
L6Y,423100
P1H,1856700
L4C,1517950
J7W,272750
L1L,109300
H4S,21000
M4L,252500
S0A,1058200
L2J,259400
A1A,86950
K8A,241400
K1N,278900
V4W,703250
P1A,362050
V2T,731900
N2V,278300
M5G,66400
V6X,165900
P7B,767600
P5E,103300
V9K,601150
V2A,801700
V5C,710300
E2M,90550
T7Z,651850
L7R,359900
H1R,86200
T3E,1101950
T2V,898800
V9T,1197000
R0A,1420825
N3R,498900
P6C,177800
T8N,1372400
N1R,716300
B2G,52400
K7V,184400
L5N,713800
V5H,463500
L7E,535400
T1S,2706425
S4T,305100
V1H,1136700
L6P,139100
J7E,146000
L9Y,428700
T4C,1564633
L9T,903000
V0H,1877600
X1A,469625
V3S,1037125
L2P,149800
M1G,87800
V3V,173500
N1H,599800
H7M,143800
H1S,50500
L9L,320700
V8C,218800
V9Z,580350
N4T,126200
P7K,124700
T2J,1205500
S7V,484600
L4J,1323300
V9A,544900
V1C,626900
V3N,468700
B3Z,194100
V4X,711750
L2S,168900
T2Y,1338900
V3E,706500
V9P,982000
L4X,435300
T6L,372800
V7S,124300
N5V,381000
L6X,276600
M6J,137700
V6P,415300
M6C,128300
L7K,369100
L8V,95600
J4L,76000
L0B,383400
M9C,838100
T5N,276100
